,names,DominantPollutant,aqi,PM10,dew,humidity,NO2,PM2,SO2,CO,O3,URL,Latitude,Longitude,datetime,ptu_id_1,ptu_id_2,ptu_id_3,ptu_id_4,ptu_id_5,ptu_id_6,label_1,label_2,label_3,label_4,label_5,label_6,ptu_ids,sample_values,ptu_labels
117,Mexicali,pm25,181,0,0.0,0.0,28.8,181,0.0,0.0,22.5,https://api.waqi.info/feed/Mexicali/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,32.603638888889,-115.4859444444,2019-12-14 01:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,28.8,22.5,0,181,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
118,MEXICO CITY,pm25,95,58,0.0,30.0,10.2,95,4.3,10.0,93.0,https://api.waqi.info/feed/MEXICO%20CITY/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,19.42461,-99.119594,2020-04-21 16:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[10.0,10.2,93.0,58,95,4.3]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
119,Milan,pm25,34,20,0.0,92.0,12.8,34,0.0,0.1,0.0,https://api.waqi.info/feed/Milan/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,45.470501,9.19746075,2020-04-19 23:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,12.8,0.0,20,34,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
120,Monterrey,pm10,65,65,0.0,61.5,0.0,50,11.0,37.6,0.8,https://api.waqi.info/feed/Monterrey/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,25.73,-100.30972222222,2020-04-21 16:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[37.6,0.0,0.8,65,50,11.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
121,Montreal,pm25,9,0,0.0,65.0,3.7,9,5.1,6.4,23.0,https://api.waqi.info/feed/Montreal/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,45.5086699,-73.5539925,2020-04-21 17:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[6.4,3.7,23.0,0,9,5.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
122,MOSCOW,pm25,30,12,-4.0,52.0,6.8,30,2.4,3.7,22.4,https://api.waqi.info/feed/MOSCOW/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,55.759354,37.595584,2020-04-22 01:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.7,6.8,22.4,12,30,2.4]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
123,Mumbai,pm25,61,0,25.0,83.0,0.0,61,0.0,0.0,0.0,https://api.waqi.info/feed/Mumbai/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,19.07283,72.88261,2020-04-22 04:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,61,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
124,Munich,pm10,20,20,0.0,39.6,5.5,0,0.0,0.1,41.1,https://api.waqi.info/feed/Munich/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,48.1351253,11.5819806,2020-04-21 20:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,5.5,41.1,20,0,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
125,Nagoya,pm25,59,18,0.0,63.9,10.2,59,1.5,2.3,28.1,https://api.waqi.info/feed/Nagoya/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,35.1814464,136.906398,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[2.3,10.2,28.1,18,59,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
126,Nagpur,pm25,54,30,11.0,43.9725,9.5,54,0.8,3.3,6.4,https://api.waqi.info/feed/Nagpur/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,21.152875,79.0517531,2020-04-22 03:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.3,9.5,6.4,30,54,0.8]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
127,Nanchang,pm25,109,50,0.0,86.0,9.6,109,3.1,5.5,24.4,https://api.waqi.info/feed/Nanchang/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,28.683213,115.858121,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[5.5,9.6,24.4,50,109,3.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
128,Nanjing,pm25,74,40,0.0,100.0,25.6,74,5.1,6.4,0.0,https://api.waqi.info/feed/Nanjing/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,32.060255,118.796877,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[6.4,25.6,0.0,40,74,5.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
129,Nanning,pm25,68,30,0.0,77.0,5.5,68,3.1,7.3,22.0,https://api.waqi.info/feed/Nanning/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,22.817239,108.366129,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[7.3,5.5,22.0,30,68,3.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
130,Napoli,pm25,43,17,13.0,93.0,7.9,43,1.5,3.7,0.0,https://api.waqi.info/feed/Napoli/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,40.85361,14.27167,2020-04-21 21:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.7,7.9,0.0,17,43,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
131,Nashik,pm25,59,32,13.7,59.13249999999999,9.3,59,0.6,3.8,10.2,https://api.waqi.info/feed/Nashik/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,20.0073285,73.7762427,2020-04-22 03:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.8,9.3,10.2,32,59,0.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
132,New York,pm25,8,0,0.0,46.0,20.3,8,0.0,3.1,34.4,https://api.waqi.info/feed/New%20York/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,40.7143528,-74.0059731,2020-04-21 16:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.1,20.3,34.4,0,8,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
133,Nezahualcoyotl,pm25,109,0,9.0,30.0,6.5,109,0.0,7.8,67.4,https://api.waqi.info/feed/Nezahualcoyotl/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,19.34561,-99.009381,2020-04-21 17:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[7.8,6.5,67.4,0,109,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
134,Nizhny Novgorod,o3,13,1,2.0,100.0,1.2,5,0.2,2.0,12.7,https://api.waqi.info/feed/Nizhny%20Novgorod/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,56.304354,43.983103,2020-04-21 23:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[2.0,1.2,12.7,1,5,0.2]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
135,Novosibirsk,pm25,207,104,1.0,45.57,0.0,207,0.0,0.0,0.0,https://api.waqi.info/feed/Novosibirsk/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,55.026021,82.907958,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,104,207,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
136,Odessa,pm25,21,9,-5.0,86.7,0.0,21,0.0,0.0,0.0,https://api.waqi.info/feed/Odessa/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,46.39984,30.732417,2020-04-22 02:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,9,21,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
137,Osaka,pm25,38,12,0.0,48.1,6.5,38,4.3,0.1,37.6,https://api.waqi.info/feed/Osaka/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,34.6937378,135.5021651,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,6.5,37.6,12,38,4.3]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
138,Palembang,pm10,4,4,0.0,69.1,0.0,0,0.0,0.0,0.0,https://api.waqi.info/feed/Palembang/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,-2.9760735,104.7754307,2020-01-21 13:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,4,0,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
139,PARIS,pm25,52,28,0.0,52.0,14.4,52,1.4,0.1,26.3,https://api.waqi.info/feed/PARIS/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,48.856614,2.3522219,2020-04-21 23:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,14.4,26.3,28,52,1.4]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
140,Patna,pm25,63,36,19.0,81.32499999999999,4.1,63,2.8,4.1,3.2,https://api.waqi.info/feed/Patna/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,25.619651,85.147382,2020-04-22 03:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[4.1,4.1,3.2,36,63,2.8]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
141,Perth,pm10,8,8,0.0,86.6,1.9,38,0.0,0.0,0.0,https://api.waqi.info/feed/Perth/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,56.396597,-3.4324,2020-04-21 20:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,1.9,0.0,8,38,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
142,Peshawar,pm25,129,0,14.0,72.0,0.0,129,0.0,0.0,0.0,https://api.waqi.info/feed/Peshawar/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,34.00585,71.53775,2020-04-22 03:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,129,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
143,Philadelphia,pm25,40,0,0.0,36.0,5.6,40,0.0,3.4,32.8,https://api.waqi.info/feed/Philadelphia/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,39.934635,-75.126126,2020-04-21 17:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.4,5.6,32.8,0,40,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
144,PHNOM PENH,,-,0,20.0,35.0,0.0,0,0.0,0.0,0.0,https://api.waqi.info/feed/PHNOM%20PENH/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,11.516002,104.905362,,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,0,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
145,Phoenix,o3,40,23,0.0,18.0,4.7,13,0.1,3.4,40.0,https://api.waqi.info/feed/Phoenix/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,33.403055555556,-112.07527777778,2020-04-21 15:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.4,4.7,40.0,23,13,0.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
146,PRAGUE,pm25,85,21,0.0,37.3,5.3,85,0.7,0.0,32.8,https://api.waqi.info/feed/PRAGUE/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,50.094238,14.442049,2020-04-21 23:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,5.3,32.8,21,85,0.7]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
147,Puebla,o3,69,39,0.0,23.6,6.1,0,0.8,15.4,68.9,https://api.waqi.info/feed/Puebla/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,18.987361111111,-98.277944444444,2020-04-21 17:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[15.4,6.1,68.9,39,0,0.8]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
148,Pune,co,45,38,14.1,62.0,6.0,40,0.0,45.0,42.0,https://api.waqi.info/feed/Pune/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,18.536428,73.805453,2020-04-22 04:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[45.0,6.0,42.0,38,40,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
149,Qingdao,pm25,63,38,0.0,87.0,24.3,63,2.1,0.1,44.7,https://api.waqi.info/feed/Qingdao/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,36.067082,120.38264,2020-04-19 20:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,24.3,44.7,38,63,2.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
150,Qiqihar,pm25,59,13,0.0,78.9,3.7,59,3.1,3.7,24.8,https://api.waqi.info/feed/Qiqihar/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,47.354348,123.918186,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.7,3.7,24.8,13,59,3.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
151,QUITO,pm25,68,0,12.0,66.72,0.0,68,1.4,3.8,30.3,https://api.waqi.info/feed/QUITO/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,-0.221393,-78.514005,2020-04-21 16:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.8,0.0,30.3,0,68,1.4]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
152,Rawalpindi,pm25,65,0,0.0,74.3,0.0,65,0.0,0.0,0.0,https://api.waqi.info/feed/Rawalpindi/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,33.7235,73.11822,2020-04-22 03:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,65,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
153,RIYADH,o3,29,2,15.0,82.0,3.0,0,3.0,0.0,29.0,https://api.waqi.info/feed/RIYADH/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,24.644942,46.722333,2020-04-21 00:50:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,3.0,29.0,2,0,3.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
154,ROME,pm25,34,15,0.0,83.5,8.7,34,0.0,0.0,14.3,https://api.waqi.info/feed/ROME/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,41.8932669,12.4753855,2020-04-20 23:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,8.7,14.3,15,34,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
155,Salvador,pm25,80,0,0.0,87.0,0.0,80,0.0,0.0,0.0,https://api.waqi.info/feed/Salvador/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,13.70630556,-89.20011667,2020-04-21 15:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,80,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
156,San Antonio,pm25,50,0,0.0,45.0,0.0,50,0.0,0.0,39.2,https://api.waqi.info/feed/San%20Antonio/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,29.4072945,-98.431251,2020-04-21 13:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,39.2,0,50,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
157,San Diego,,-,0,0.0,0.0,13.0,0,0.0,4.3,0.8,https://api.waqi.info/feed/San%20Diego/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,32.70148,-117.14962,2020-01-26 21:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[4.3,13.0,0.8,0,0,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
158,Santa Cruz,pm25,34,18,0.0,56.5,3.8,34,0.0,1.7,26.4,https://api.waqi.info/feed/Santa%20Cruz/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,36.98401,-121.99097,2020-04-21 13:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.7,3.8,26.4,18,34,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
159,SANTIAGO,pm25,66,62,6.0,26.0,8.2,66,0.0,7.4,30.3,https://api.waqi.info/feed/SANTIAGO/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,-33.422301,-70.651162,2020-04-21 19:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[7.4,8.2,30.3,62,66,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
160,Sao Paulo,pm25,30,26,15.0,77.0,6.4,30,0.0,1.0,24.8,https://api.waqi.info/feed/Sao%20Paulo/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,-23.544845659,-46.627675592,2020-04-21 19:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.0,6.4,24.8,26,30,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
161,Sapporo,pm25,50,12,0.0,44.2,3.8,50,1.5,1.2,30.4,https://api.waqi.info/feed/Sapporo/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,43.0620958,141.3543763,2020-04-22 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.2,3.8,30.4,12,50,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
162,Sendai,pm25,13,11,0.0,53.0,7.5,13,1.5,0.1,25.6,https://api.waqi.info/feed/Sendai/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,38.268215,140.8693558,2020-04-22 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,7.5,25.6,11,13,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
163,Seongnam,pm10,74,74,0.0,56.0,35.2,38,5.8,5.6,20.8,https://api.waqi.info/feed/Seongnam/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,37.4449168,127.1388684,2020-04-22 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[5.6,35.2,20.8,74,38,5.8]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
164,Seoul,pm10,99,99,0.0,46.0,10.2,57,4.3,3.4,27.2,https://api.waqi.info/feed/Seoul/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,37.566535,126.9779692,2020-04-22 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.4,10.2,27.2,99,57,4.3]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
165,Shanghai,pm25,72,31,0.0,56.4,16.0,72,1.6,4.6,28.1,https://api.waqi.info/feed/Shanghai/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,31.2047372,121.4489017,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[4.6,16.0,28.1,31,72,1.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
166,Shenyang,pm10,59,59,0.0,59.0,9.2,57,1.6,2.8,16.7,https://api.waqi.info/feed/Shenyang/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,41.805698,123.431475,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[2.8,9.2,16.7,59,57,1.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
167,Shenzhen,pm25,85,49,0.0,88.0,15.6,85,3.6,7.3,29.3,https://api.waqi.info/feed/Shenzhen/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,22.543099,114.057868,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[7.3,15.6,29.3,49,85,3.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
168,Shiraz,pm25,91,0,13.0,100.0,14.0,91,9.0,19.0,0.0,https://api.waqi.info/feed/Shiraz/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,29.6092966,52.5300873,2020-04-22 02:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[19.0,14.0,0.0,0,91,9.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
169,SINGAPORE,pm25,46,19,26.0,88.0,0.0,46,3.0,6.0,7.0,https://api.waqi.info/feed/SINGAPORE/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,1.296183,103.846181,2020-04-22 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[6.0,0.0,7.0,19,46,3.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
170,SOFIA,pm10,17,17,0.0,77.4,3.0,0,0.0,0.0,11.4,https://api.waqi.info/feed/SOFIA/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,42.7325,23.298611,2020-04-22 00:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,3.0,11.4,17,0,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
171,Soweto,pm25,38,20,0.0,22.0,0.0,38,2.6,0.0,16.0,https://api.waqi.info/feed/Soweto/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,-26.252611,27.872139,2020-04-21 16:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,16.0,20,38,2.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
172,St Petersburg,o3,35,1,-5.0,36.0,3.3,6,8.0,0.9,35.4,https://api.waqi.info/feed/St%20Petersburg/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,59.96903,30.28451,2020-04-22 02:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.9,3.3,35.4,1,6,8.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
173,STOCKHOLM,pm10,15,15,2.0,72.5,11.0,0,0.0,0.0,0.0,https://api.waqi.info/feed/STOCKHOLM/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,59.34082695028323,18.05825368127835,2020-04-21 23:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,11.0,0.0,15,0,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
174,Suzhou,pm25,93,40,0.0,58.0,17.4,93,2.6,5.5,0.0,https://api.waqi.info/feed/Suzhou/?token=bd172ccd0d19725d38d3d7086152eb37525dfec4,31.298886,120.585316,2020-04-22 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[5.5,17.4,0.0,40,93,2.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
